date,phc_id,patient_count,beds_occupied
2026-07-04,PHC010,77,4
2026-07-05,PHC010,58,3
2026-07-06,PHC010,101,6
2026-07-07,PHC010,79,4
2026-07-08,PHC010,75,4
2026-07-09,PHC010,77,4
2026-07-10,PHC010,80,4
2026-07-11,PHC010,63,3
2026-07-12,PHC010,62,3
2026-07-13,PHC010,102,6
2026-07-14,PHC010,70,4
2026-07-15,PHC010,88,5
2026-07-16,PHC010,88,5
2026-07-17,PHC010,84,5
2026-07-18,PHC010,78,4
2026-07-19,PHC010,56,3
2026-07-20,PHC010,107,6
2026-07-21,PHC010,82,4
2026-07-22,PHC010,80,4
2026-07-23,PHC010,97,5
2026-07-24,PHC010,95,5
2026-07-25,PHC010,81,4
2026-07-26,PHC010,56,3
2026-07-27,PHC010,95,5
2026-07-28,PHC010,85,5
2026-07-29,PHC010,83,4
2026-07-30,PHC010,87,5
2026-07-31,PHC010,84,5
2026-08-01,PHC010,89,5
2026-08-02,PHC010,55,3
2026-08-03,PHC010,100,6
2026-08-04,PHC010,90,5
2026-08-05,PHC010,84,5
2026-08-06,PHC010,81,4
2026-08-07,PHC010,80,4
2026-08-08,PHC010,72,4
2026-08-09,PHC010,62,3
2026-08-10,PHC010,109,6
2026-08-11,PHC010,89,5
2026-08-12,PHC010,89,5
2026-08-13,PHC010,86,5
2026-08-14,PHC010,90,5
2026-08-15,PHC010,83,4
2026-08-16,PHC010,57,3
2026-08-17,PHC010,120,6
2026-08-18,PHC010,91,5
2026-08-19,PHC010,93,5
2026-08-20,PHC010,86,5
2026-08-21,PHC010,80,4
2026-08-22,PHC010,97,5
2026-08-23,PHC010,63,3
2026-08-24,PHC010,118,6
2026-08-25,PHC010,74,4
2026-08-26,PHC010,84,5
2026-08-27,PHC010,92,5
2026-03-01,PHC011,57,3
2026-03-02,PHC011,91,4
2026-03-03,PHC011,83,4
2026-03-04,PHC011,86,4
2026-03-05,PHC011,82,4
2026-03-06,PHC011,73,4
2026-03-07,PHC011,81,4
2026-03-08,PHC011,50,3
2026-03-09,PHC011,95,4
2026-03-10,PHC011,74,4
2026-03-11,PHC011,80,4
2026-03-12,PHC011,80,4
2026-03-13,PHC011,68,4
2026-03-14,PHC011,79,4
2026-03-15,PHC011,56,3
2026-03-16,PHC011,93,4
2026-03-17,PHC011,86,4
2026-03-18,PHC011,74,4
2026-03-19,PHC011,75,4
2026-03-20,PHC011,90,4
2026-03-21,PHC011,85,4
2026-03-22,PHC011,57,3
2026-03-23,PHC011,108,4
2026-03-24,PHC011,80,4
2026-03-25,PHC011,84,4
2026-03-26,PHC011,83,4
2026-03-27,PHC011,84,4
2026-03-28,PHC011,90,4
2026-03-29,PHC011,58,3
2026-03-30,PHC011,115,4
2026-03-31,PHC011,73,4
2026-04-01,PHC011,84,4
2026-04-02,PHC011,88,4
2026-04-03,PHC011,76,4
2026-04-04,PHC011,99,4
2026-04-05,PHC011,56,3
2026-04-06,PHC011,98,4
2026-04-07,PHC011,81,4
2026-04-08,PHC011,89,4
2026-04-09,PHC011,86,4
2026-04-10,PHC011,97,4
2026-04-11,PHC011,98,4
2026-04-12,PHC011,60,3
2026-04-13,PHC011,116,4
2026-04-14,PHC011,73,4
2026-04-15,PHC011,76,4
2026-04-16,PHC011,83,4
2026-04-17,PHC011,73,4
2026-04-18,PHC011,76,4
2026-04-19,PHC011,58,3
2026-04-20,PHC011,100,4
2026-04-21,PHC011,83,4
2026-04-22,PHC011,82,4
2026-04-23,PHC011,81,4
2026-04-24,PHC011,82,4
2026-04-25,PHC011,83,4
2026-04-26,PHC011,73,4
2026-04-27,PHC011,109,4
2026-04-28,PHC011,68,4
2026-04-29,PHC011,75,4
2026-04-30,PHC011,79,4
2026-05-01,PHC011,72,4
2026-05-02,PHC011,84,4
2026-05-03,PHC011,60,3
2026-05-04,PHC011,118,4
2026-05-05,PHC011,81,4
2026-05-06,PHC011,89,4
2026-05-07,PHC011,82,4
2026-05-08,PHC011,81,4
2026-05-09,PHC011,88,4
2026-05-10,PHC011,52,3
2026-05-11,PHC011,108,4
2026-05-12,PHC011,75,4
2026-05-13,PHC011,75,4
2026-05-14,PHC011,76,4
2026-05-15,PHC011,75,4
2026-05-16,PHC011,79,4
2026-05-17,PHC011,59,3
2026-05-18,PHC011,100,4
2026-05-19,PHC011,72,4
2026-05-20,PHC011,71,4
2026-05-21,PHC011,83,4
2026-05-22,PHC011,69,4
2026-05-23,PHC011,84,4
2026-05-24,PHC011,56,3
2026-05-25,PHC011,87,4
2026-05-26,PHC011,74,4
2026-05-27,PHC011,93,4
2026-05-28,PHC011,70,4
2026-05-29,PHC011,81,4
2026-05-30,PHC011,84,4
2026-05-31,PHC011,54,3
2026-06-01,PHC011,88,4
2026-06-02,PHC011,82,4
2026-06-03,PHC011,81,4
2026-06-04,PHC011,89,4
2026-06-05,PHC011,82,4
2026-06-06,PHC011,86,4
2026-06-07,PHC011,45,2
2026-06-08,PHC011,97,4
2026-06-09,PHC011,79,4
2026-06-10,PHC011,74,4
2026-06-11,PHC011,72,4
2026-06-12,PHC011,77,4
2026-06-13,PHC011,79,4
2026-06-14,PHC011,45,2
2026-06-15,PHC011,89,4
2026-06-16,PHC011,66,3
2026-06-17,PHC011,80,4
2026-06-18,PHC011,71,4
2026-06-19,PHC011,72,4
2026-06-20,PHC011,69,4
2026-06-21,PHC011,46,2
2026-06-22,PHC011,98,4
2026-06-23,PHC011,82,4
2026-06-24,PHC011,75,4
2026-06-25,PHC011,70,4
2026-06-26,PHC011,74,4
2026-06-27,PHC011,62,3
2026-06-28,PHC011,48,2
2026-06-29,PHC011,91,4
2026-06-30,PHC011,65,3
2026-07-01,PHC011,69,4
2026-07-02,PHC011,62,3
2026-07-03,PHC011,71,4
2026-07-04,PHC011,69,4
2026-07-05,PHC011,51,3
2026-07-06,PHC011,91,4
2026-07-07,PHC011,73,4
2026-07-08,PHC011,71,4
2026-07-09,PHC011,71,4
2026-07-10,PHC011,74,4
2026-07-11,PHC011,65,3
2026-07-12,PHC011,48,2
2026-07-13,PHC011,86,4
2026-07-14,PHC011,68,4
2026-07-15,PHC011,71,4
2026-07-16,PHC011,62,3
2026-07-17,PHC011,74,4
2026-07-18,PHC011,58,3
2026-07-19,PHC011,43,2
2026-07-20,PHC011,74,4
2026-07-21,PHC011,67,4
2026-07-22,PHC011,69,4
2026-07-23,PHC011,69,4
2026-07-24,PHC011,62,3
2026-07-25,PHC011,79,4
2026-07-26,PHC011,49,2
2026-07-27,PHC011,86,4
2026-07-28,PHC011,67,4
2026-07-29,PHC011,78,4
2026-07-30,PHC011,64,3
2026-07-31,PHC011,78,4
2026-08-01,PHC011,76,4
2026-08-02,PHC011,49,2
2026-08-03,PHC011,89,4
2026-08-04,PHC011,65,3
2026-08-05,PHC011,67,4
2026-08-06,PHC011,74,4
2026-08-07,PHC011,74,4
2026-08-08,PHC011,75,4
2026-08-09,PHC011,46,2
2026-08-10,PHC011,86,4
2026-08-11,PHC011,65,3
2026-08-12,PHC011,73,4
2026-08-13,PHC011,68,4
2026-08-14,PHC011,71,4
2026-08-15,PHC011,75,4
2026-08-16,PHC011,51,3
2026-08-17,PHC011,81,4
2026-08-18,PHC011,73,4
2026-08-19,PHC011,73,4
2026-08-20,PHC011,77,4
2026-08-21,PHC011,84,4
2026-08-22,PHC011,67,4
2026-08-23,PHC011,51,3
2026-08-24,PHC011,101,4
2026-08-25,PHC011,76,4
2026-08-26,PHC011,78,4
2026-08-27,PHC011,83,4
2026-03-01,PHC012,56,3
2026-03-02,PHC012,94,4
2026-03-03,PHC012,73,4
2026-03-04,PHC012,85,4
2026-03-05,PHC012,84,4
2026-03-06,PHC012,79,4
2026-03-07,PHC012,78,4
2026-03-08,PHC012,48,2
2026-03-09,PHC012,87,4
2026-03-10,PHC012,71,4
2026-03-11,PHC012,84,4
2026-03-12,PHC012,66,3
2026-03-13,PHC012,77,4
2026-03-14,PHC012,65,3
2026-03-15,PHC012,50,3
2026-03-16,PHC012,82,4
2026-03-17,PHC012,71,4
2026-03-18,PHC012,85,4
2026-03-19,PHC012,80,4
2026-03-20,PHC012,82,4
2026-03-21,PHC012,77,4
2026-03-22,PHC012,52,3
2026-03-23,PHC012,99,4
2026-03-24,PHC012,83,4
2026-03-25,PHC012,70,4
2026-03-26,PHC012,83,4
2026-03-27,PHC012,79,4
2026-03-28,PHC012,87,4
2026-03-29,PHC012,56,3
2026-03-30,PHC012,98,4
2026-03-31,PHC012,78,4
2026-04-01,PHC012,72,4
2026-04-02,PHC012,82,4
2026-04-03,PHC012,72,4
2026-04-04,PHC012,83,4
2026-04-05,PHC012,59,3
2026-04-06,PHC012,100,4
2026-04-07,PHC012,87,4
2026-04-08,PHC012,79,4
2026-04-09,PHC012,79,4
2026-04-10,PHC012,69,4
2026-04-11,PHC012,77,4
2026-04-12,PHC012,57,3
2026-04-13,PHC012,117,4
2026-04-14,PHC012,70,4
2026-04-15,PHC012,84,4
2026-04-16,PHC012,77,4
2026-04-17,PHC012,83,4
2026-04-18,PHC012,93,4
2026-04-19,PHC012,53,3
2026-04-20,PHC012,111,4
2026-04-21,PHC012,70,4
2026-04-22,PHC012,77,4
2026-04-23,PHC012,82,4
2026-04-24,PHC012,72,4
2026-04-25,PHC012,74,4
2026-04-26,PHC012,51,3
2026-04-27,PHC012,120,4
2026-04-28,PHC012,82,4
2026-04-29,PHC012,176,4
2026-04-30,PHC012,182,4
2026-05-01,PHC012,152,4
2026-05-02,PHC012,180,4
2026-05-03,PHC012,122,4
2026-05-04,PHC012,219,4
2026-05-05,PHC012,78,4
2026-05-06,PHC012,77,4
2026-05-07,PHC012,77,4
2026-05-08,PHC012,74,4
2026-05-09,PHC012,76,4
2026-05-10,PHC012,47,2
2026-05-11,PHC012,94,4
2026-05-12,PHC012,70,4
2026-05-13,PHC012,74,4
2026-05-14,PHC012,66,3
2026-05-15,PHC012,79,4
2026-05-16,PHC012,79,4
2026-05-17,PHC012,49,2
2026-05-18,PHC012,82,4
2026-05-19,PHC012,81,4
2026-05-20,PHC012,78,4
2026-05-21,PHC012,78,4
2026-05-22,PHC012,79,4
2026-05-23,PHC012,76,4
2026-05-24,PHC012,50,3
2026-05-25,PHC012,101,4
2026-05-26,PHC012,64,3
2026-05-27,PHC012,84,4
2026-05-28,PHC012,73,4
2026-05-29,PHC012,72,4
2026-05-30,PHC012,65,3
2026-05-31,PHC012,50,3
2026-06-01,PHC012,85,4
2026-06-02,PHC012,72,4
2026-06-03,PHC012,80,4
2026-06-04,PHC012,78,4
2026-06-05,PHC012,71,4
2026-06-06,PHC012,69,4
2026-06-07,PHC012,46,2
2026-06-08,PHC012,97,4
2026-06-09,PHC012,63,3
2026-06-10,PHC012,69,4
2026-06-11,PHC012,56,3
2026-06-12,PHC012,60,3
2026-06-13,PHC012,71,4
2026-06-14,PHC012,47,2
2026-06-15,PHC012,86,4
2026-06-16,PHC012,68,4
2026-06-17,PHC012,76,4
2026-06-18,PHC012,61,3
2026-06-19,PHC012,83,4
2026-06-20,PHC012,65,3
2026-06-21,PHC012,49,2
2026-06-22,PHC012,88,4
2026-06-23,PHC012,79,4
2026-06-24,PHC012,64,3
2026-06-25,PHC012,67,4
2026-06-26,PHC012,63,3
2026-06-27,PHC012,70,4
2026-06-28,PHC012,49,2
2026-06-29,PHC012,73,4
2026-06-30,PHC012,54,3
2026-07-01,PHC012,63,3
2026-07-02,PHC012,69,4
2026-07-03,PHC012,60,3
2026-07-04,PHC012,57,3
2026-07-05,PHC012,44,2
2026-07-06,PHC012,77,4
2026-07-07,PHC012,69,4
2026-07-08,PHC012,66,3
2026-07-09,PHC012,64,3
2026-07-10,PHC012,61,3
2026-07-11,PHC012,61,3
2026-07-12,PHC012,47,2
2026-07-13,PHC012,86,4
2026-07-14,PHC012,71,4
2026-07-15,PHC012,67,4
2026-07-16,PHC012,70,4
2026-07-17,PHC012,55,3
2026-07-18,PHC012,66,3
2026-07-19,PHC012,44,2
2026-07-20,PHC012,77,4
2026-07-21,PHC012,74,4
2026-07-22,PHC012,147,4
2026-07-23,PHC012,136,4
2026-07-24,PHC012,160,4
2026-07-25,PHC012,142,4
2026-07-26,PHC012,93,4
2026-07-27,PHC012,189,4
2026-07-28,PHC012,151,4
2026-07-29,PHC012,135,4
2026-07-30,PHC012,161,4
2026-07-31,PHC012,76,4
2026-08-01,PHC012,72,4
2026-08-02,PHC012,44,2
2026-08-03,PHC012,93,4
2026-08-04,PHC012,74,4
2026-08-05,PHC012,68,4
2026-08-06,PHC012,74,4
2026-08-07,PHC012,64,3
2026-08-08,PHC012,67,4
2026-08-09,PHC012,48,2
2026-08-10,PHC012,84,4
2026-08-11,PHC012,64,3
2026-08-12,PHC012,58,3
2026-08-13,PHC012,75,4
2026-08-14,PHC012,60,3
2026-08-15,PHC012,69,4
2026-08-16,PHC012,53,3
2026-08-17,PHC012,84,4
2026-08-18,PHC012,75,4
2026-08-19,PHC012,82,4
2026-08-20,PHC012,75,4
2026-08-21,PHC012,78,4
2026-08-22,PHC012,77,4
2026-08-23,PHC012,54,3
2026-08-24,PHC012,89,4
2026-08-25,PHC012,77,4
2026-08-26,PHC012,71,4
2026-08-27,PHC012,62,3
2026-03-01,PHC013,61,3
2026-03-02,PHC013,122,6
2026-03-03,PHC013,94,5
2026-03-04,PHC013,88,5
2026-03-05,PHC013,93,5
2026-03-06,PHC013,110,6
2026-03-07,PHC013,84,5
2026-03-08,PHC013,74,4
2026-03-09,PHC013,113,6
2026-03-10,PHC013,97,5
2026-03-11,PHC013,83,4
2026-03-12,PHC013,91,5
2026-03-13,PHC013,100,6
2026-03-14,PHC013,99,5
2026-03-15,PHC013,68,4
2026-03-16,PHC013,120,6
2026-03-17,PHC013,101,6
2026-03-18,PHC013,118,6
2026-03-19,PHC013,94,5
2026-03-20,PHC013,115,6
2026-03-21,PHC013,94,5
2026-03-22,PHC013,69,4
2026-03-23,PHC013,116,6
2026-03-24,PHC013,99,5
2026-03-25,PHC013,98,5
2026-03-26,PHC013,112,6
2026-03-27,PHC013,100,6
2026-03-28,PHC013,95,5
2026-03-29,PHC013,76,4
2026-03-30,PHC013,116,6
2026-03-31,PHC013,91,5
2026-04-01,PHC013,82,4
2026-04-02,PHC013,89,5
2026-04-03,PHC013,95,5
2026-04-04,PHC013,97,5
2026-04-05,PHC013,71,4
2026-04-06,PHC013,133,6
2026-04-07,PHC013,89,5
2026-04-08,PHC013,89,5
2026-04-09,PHC013,98,5
2026-04-10,PHC013,90,5
2026-04-11,PHC013,101,6
2026-04-12,PHC013,78,4
2026-04-13,PHC013,111,6
2026-04-14,PHC013,87,5
2026-04-15,PHC013,104,6
2026-04-16,PHC013,96,5
2026-04-17,PHC013,109,6
2026-04-18,PHC013,90,5
2026-04-19,PHC013,67,4
2026-04-20,PHC013,123,6
2026-04-21,PHC013,103,6
2026-04-22,PHC013,107,6
2026-04-23,PHC013,109,6
2026-04-24,PHC013,102,6
2026-04-25,PHC013,91,5
2026-04-26,PHC013,70,4
2026-04-27,PHC013,136,6
2026-04-28,PHC013,96,5
2026-04-29,PHC013,95,5
2026-04-30,PHC013,96,5
2026-05-01,PHC013,99,5
2026-05-02,PHC013,105,6
2026-05-03,PHC013,70,4
2026-05-04,PHC013,126,6
2026-05-05,PHC013,97,5
2026-05-06,PHC013,91,5
2026-05-07,PHC013,94,5
2026-05-08,PHC013,90,5
2026-05-09,PHC013,109,6
2026-05-10,PHC013,71,4
2026-05-11,PHC013,121,6
2026-05-12,PHC013,99,5
2026-05-13,PHC013,90,5
2026-05-14,PHC013,107,6
2026-05-15,PHC013,99,5
2026-05-16,PHC013,96,5
2026-05-17,PHC013,69,4
2026-05-18,PHC013,119,6
2026-05-19,PHC013,99,5
2026-05-20,PHC013,103,6
2026-05-21,PHC013,102,6
2026-05-22,PHC013,83,4
2026-05-23,PHC013,92,5
2026-05-24,PHC013,67,4
2026-05-25,PHC013,116,6
2026-05-26,PHC013,78,4
2026-05-27,PHC013,89,5
2026-05-28,PHC013,89,5
2026-05-29,PHC013,95,5
2026-05-30,PHC013,82,4
2026-05-31,PHC013,65,3
2026-06-01,PHC013,126,6
2026-06-02,PHC013,96,5
2026-06-03,PHC013,95,5
2026-06-04,PHC013,76,4
2026-06-05,PHC013,102,6
2026-06-06,PHC013,79,4
2026-06-07,PHC013,66,3
2026-06-08,PHC013,108,6
2026-06-09,PHC013,98,5
2026-06-10,PHC013,95,5
2026-06-11,PHC013,90,5
2026-06-12,PHC013,97,5
2026-06-13,PHC013,95,5
2026-06-14,PHC013,65,3
2026-06-15,PHC013,104,6
2026-06-16,PHC013,91,5
2026-06-17,PHC013,95,5
2026-06-18,PHC013,83,4
2026-06-19,PHC013,78,4
2026-06-20,PHC013,83,4
2026-06-21,PHC013,66,3
2026-06-22,PHC013,99,5
2026-06-23,PHC013,74,4
2026-06-24,PHC013,68,4
2026-06-25,PHC013,82,4
2026-06-26,PHC013,87,5
2026-06-27,PHC013,71,4
2026-06-28,PHC013,66,3
2026-06-29,PHC013,108,6
2026-06-30,PHC013,89,5
2026-07-01,PHC013,85,5
2026-07-02,PHC013,86,5
2026-07-03,PHC013,90,5
2026-07-04,PHC013,82,4
2026-07-05,PHC013,52,3
2026-07-06,PHC013,111,6
2026-07-07,PHC013,70,4
2026-07-08,PHC013,85,5
2026-07-09,PHC013,81,4
2026-07-10,PHC013,87,5
2026-07-11,PHC013,87,5
2026-07-12,PHC013,61,3
2026-07-13,PHC013,96,5
2026-07-14,PHC013,77,4
2026-07-15,PHC013,84,5
2026-07-16,PHC013,83,4
2026-07-17,PHC013,88,5
2026-07-18,PHC013,73,4
2026-07-19,PHC013,59,3
2026-07-20,PHC013,110,6
2026-07-21,PHC013,86,5
2026-07-22,PHC013,74,4
2026-07-23,PHC013,94,5
2026-07-24,PHC013,80,4
2026-07-25,PHC013,93,5
2026-07-26,PHC013,52,3
2026-07-27,PHC013,87,5
2026-07-28,PHC013,78,4
2026-07-29,PHC013,84,5
2026-07-30,PHC013,92,5
2026-07-31,PHC013,90,5
2026-08-01,PHC013,88,5
2026-08-02,PHC013,54,3
2026-08-03,PHC013,109,6
2026-08-04,PHC013,86,5
2026-08-05,PHC013,85,5
2026-08-06,PHC013,75,4
2026-08-07,PHC013,83,4
2026-08-08,PHC013,86,5
2026-08-09,PHC013,58,3
2026-08-10,PHC013,111,6
2026-08-11,PHC013,84,5
2026-08-12,PHC013,87,5
2026-08-13,PHC013,82,4
2026-08-14,PHC013,87,5
2026-08-15,PHC013,68,4
2026-08-16,PHC013,61,3
2026-08-17,PHC013,118,6
2026-08-18,PHC013,82,4
2026-08-19,PHC013,83,4
2026-08-20,PHC013,83,4
2026-08-21,PHC013,93,5
2026-08-22,PHC013,81,4
2026-08-23,PHC013,63,3
2026-08-24,PHC013,113,6
2026-08-25,PHC013,86,5
2026-08-26,PHC013,87,5
2026-08-27,PHC013,90,5
2026-03-01,PHC014,59,3
2026-03-02,PHC014,93,5
2026-03-03,PHC014,88,5
2026-03-04,PHC014,74,4
2026-03-05,PHC014,69,4
2026-03-06,PHC014,79,4
2026-03-07,PHC014,66,3
2026-03-08,PHC014,54,3
2026-03-09,PHC014,84,5
2026-03-10,PHC014,84,5
2026-03-11,PHC014,82,4
2026-03-12,PHC014,89,5
2026-03-13,PHC014,79,4
2026-03-14,PHC014,78,4
2026-03-15,PHC014,53,3
2026-03-16,PHC014,114,6
2026-03-17,PHC014,76,4
2026-03-18,PHC014,74,4
2026-03-19,PHC014,90,5
2026-03-20,PHC014,75,4
2026-03-21,PHC014,82,4
2026-03-22,PHC014,55,3
2026-03-23,PHC014,112,6
2026-03-24,PHC014,76,4
2026-03-25,PHC014,91,5
2026-03-26,PHC014,83,4
2026-03-27,PHC014,91,5
2026-03-28,PHC014,84,5
2026-03-29,PHC014,55,3
2026-03-30,PHC014,108,6
2026-03-31,PHC014,87,5
2026-04-01,PHC014,89,5
2026-04-02,PHC014,73,4
2026-04-03,PHC014,87,5
2026-04-04,PHC014,71,4
2026-04-05,PHC014,61,3
2026-04-06,PHC014,104,6
2026-04-07,PHC014,90,5
2026-04-08,PHC014,77,4
2026-04-09,PHC014,80,4
2026-04-10,PHC014,87,5
2026-04-11,PHC014,82,4
2026-04-12,PHC014,53,3
2026-04-13,PHC014,102,6
2026-04-14,PHC014,78,4
2026-04-15,PHC014,70,4
2026-04-16,PHC014,87,5
2026-04-17,PHC014,85,5
2026-04-18,PHC014,101,6
2026-04-19,PHC014,59,3
2026-04-20,PHC014,106,6
2026-04-21,PHC014,74,4
2026-04-22,PHC014,87,5
2026-04-23,PHC014,89,5
2026-04-24,PHC014,81,4
2026-04-25,PHC014,85,5
2026-04-26,PHC014,52,3
2026-04-27,PHC014,110,6
2026-04-28,PHC014,92,5
2026-04-29,PHC014,79,4
2026-04-30,PHC014,78,4
2026-05-01,PHC014,74,4
2026-05-02,PHC014,83,4
2026-05-03,PHC014,57,3
2026-05-04,PHC014,95,5
2026-05-05,PHC014,78,4
2026-05-06,PHC014,71,4
2026-05-07,PHC014,81,4
2026-05-08,PHC014,65,3
2026-05-09,PHC014,82,4
2026-05-10,PHC014,55,3
2026-05-11,PHC014,100,6
2026-05-12,PHC014,85,5
2026-05-13,PHC014,77,4
2026-05-14,PHC014,86,5
2026-05-15,PHC014,65,3
2026-05-16,PHC014,77,4
2026-05-17,PHC014,59,3
2026-05-18,PHC014,104,6
2026-05-19,PHC014,85,5
2026-05-20,PHC014,75,4
2026-05-21,PHC014,77,4
2026-05-22,PHC014,71,4
2026-05-23,PHC014,71,4
2026-05-24,PHC014,57,3
2026-05-25,PHC014,94,5
2026-05-26,PHC014,73,4
2026-05-27,PHC014,71,4
2026-05-28,PHC014,66,3
2026-05-29,PHC014,75,4
2026-05-30,PHC014,76,4
2026-05-31,PHC014,53,3
2026-06-01,PHC014,81,4
2026-06-02,PHC014,78,4
2026-06-03,PHC014,82,4
2026-06-04,PHC014,76,4
2026-06-05,PHC014,78,4
2026-06-06,PHC014,79,4
2026-06-07,PHC014,55,3
2026-06-08,PHC014,93,5
2026-06-09,PHC014,67,4
2026-06-10,PHC014,70,4
2026-06-11,PHC014,64,3
2026-06-12,PHC014,80,4
2026-06-13,PHC014,66,3
2026-06-14,PHC014,56,3
2026-06-15,PHC014,94,5
2026-06-16,PHC014,75,4
2026-06-17,PHC014,65,3
2026-06-18,PHC014,76,4
2026-06-19,PHC014,75,4
2026-06-20,PHC014,70,4
2026-06-21,PHC014,50,3
2026-06-22,PHC014,87,5
2026-06-23,PHC014,69,4
2026-06-24,PHC014,69,4
2026-06-25,PHC014,69,4
2026-06-26,PHC014,70,4
2026-06-27,PHC014,63,3
2026-06-28,PHC014,50,3
2026-06-29,PHC014,80,4
2026-06-30,PHC014,66,3
2026-07-01,PHC014,68,4
2026-07-02,PHC014,66,3
2026-07-03,PHC014,80,4
2026-07-04,PHC014,67,4
2026-07-05,PHC014,53,3
2026-07-06,PHC014,87,5
2026-07-07,PHC014,70,4
2026-07-08,PHC014,60,3
2026-07-09,PHC014,67,4
2026-07-10,PHC014,62,3
2026-07-11,PHC014,70,4
2026-07-12,PHC014,49,2
2026-07-13,PHC014,84,5
2026-07-14,PHC014,66,3
2026-07-15,PHC014,67,4
2026-07-16,PHC014,71,4
2026-07-17,PHC014,58,3
2026-07-18,PHC014,68,4
2026-07-19,PHC014,42,2
2026-07-20,PHC014,86,5
2026-07-21,PHC014,68,4
2026-07-22,PHC014,66,3
2026-07-23,PHC014,77,4
2026-07-24,PHC014,67,4
2026-07-25,PHC014,70,4
2026-07-26,PHC014,52,3
2026-07-27,PHC014,86,5
2026-07-28,PHC014,77,4
2026-07-29,PHC014,68,4
2026-07-30,PHC014,69,4
2026-07-31,PHC014,80,4
2026-08-01,PHC014,66,3
2026-08-02,PHC014,46,2
2026-08-03,PHC014,88,5
2026-08-04,PHC014,60,3
2026-08-05,PHC014,75,4
2026-08-06,PHC014,63,3
2026-08-07,PHC014,65,3
2026-08-08,PHC014,80,4
2026-08-09,PHC014,51,3
2026-08-10,PHC014,90,5
2026-08-11,PHC014,71,4
2026-08-12,PHC014,74,4
2026-08-13,PHC014,74,4
2026-08-14,PHC014,77,4
2026-08-15,PHC014,70,4
2026-08-16,PHC014,51,3
2026-08-17,PHC014,96,5
2026-08-18,PHC014,64,3
2026-08-19,PHC014,69,4
2026-08-20,PHC014,80,4
2026-08-21,PHC014,81,4
2026-08-22,PHC014,68,4
2026-08-23,PHC014,54,3
2026-08-24,PHC014,85,5
2026-08-25,PHC014,75,4
2026-08-26,PHC014,56,3
2026-08-27,PHC014,81,4
2026-03-01,PHC015,50,3
2026-03-02,PHC015,70,4
2026-03-03,PHC015,50,3
2026-03-04,PHC015,57,3
2026-03-05,PHC015,64,3
2026-03-06,PHC015,59,3
2026-03-07,PHC015,62,3
2026-03-08,PHC015,41,2
2026-03-09,PHC015,81,4
2026-03-10,PHC015,71,4
2026-03-11,PHC015,56,3
2026-03-12,PHC015,64,3
2026-03-13,PHC015,57,3
2026-03-14,PHC015,60,3
2026-03-15,PHC015,40,2
2026-03-16,PHC015,83,4
2026-03-17,PHC015,66,3
2026-03-18,PHC015,65,3
2026-03-19,PHC015,61,3
2026-03-20,PHC015,55,3
2026-03-21,PHC015,61,3
2026-03-22,PHC015,43,2
2026-03-23,PHC015,87,4
2026-03-24,PHC015,56,3
2026-03-25,PHC015,63,3
2026-03-26,PHC015,70,4
2026-03-27,PHC015,62,3
2026-03-28,PHC015,56,3
2026-03-29,PHC015,43,2
2026-03-30,PHC015,84,4
2026-03-31,PHC015,56,3
2026-04-01,PHC015,63,3
2026-04-02,PHC015,65,3
2026-04-03,PHC015,66,3
2026-04-04,PHC015,61,3
2026-04-05,PHC015,46,2
2026-04-06,PHC015,74,4
2026-04-07,PHC015,64,3
2026-04-08,PHC015,54,3
2026-04-09,PHC015,61,3
2026-04-10,PHC015,66,3
2026-04-11,PHC015,78,4
2026-04-12,PHC015,53,3
2026-04-13,PHC015,80,4
2026-04-14,PHC015,52,3
2026-04-15,PHC015,63,3
2026-04-16,PHC015,61,3
2026-04-17,PHC015,69,4
2026-04-18,PHC015,69,4
2026-04-19,PHC015,46,2
2026-04-20,PHC015,82,4
2026-04-21,PHC015,62,3
2026-04-22,PHC015,58,3
2026-04-23,PHC015,65,3
2026-04-24,PHC015,63,3
2026-04-25,PHC015,56,3
2026-04-26,PHC015,46,2
2026-04-27,PHC015,76,4
2026-04-28,PHC015,66,3
2026-04-29,PHC015,56,3
2026-04-30,PHC015,58,3
2026-05-01,PHC015,58,3
2026-05-02,PHC015,59,3
2026-05-03,PHC015,46,2
2026-05-04,PHC015,76,4
2026-05-05,PHC015,64,3
2026-05-06,PHC015,63,3
2026-05-07,PHC015,63,3
2026-05-08,PHC015,64,3
2026-05-09,PHC015,63,3
2026-05-10,PHC015,49,2
2026-05-11,PHC015,80,4
2026-05-12,PHC015,53,3
2026-05-13,PHC015,63,3
2026-05-14,PHC015,63,3
2026-05-15,PHC015,55,3
2026-05-16,PHC015,62,3
2026-05-17,PHC015,42,2
2026-05-18,PHC015,68,4
2026-05-19,PHC015,60,3
2026-05-20,PHC015,61,3
2026-05-21,PHC015,69,4
2026-05-22,PHC015,65,3
2026-05-23,PHC015,62,3
2026-05-24,PHC015,40,2
2026-05-25,PHC015,63,3
2026-05-26,PHC015,50,3
2026-05-27,PHC015,52,3
2026-05-28,PHC015,55,3
2026-05-29,PHC015,52,3
2026-05-30,PHC015,58,3
2026-05-31,PHC015,38,2
2026-06-01,PHC015,65,3
2026-06-02,PHC015,52,3
2026-06-03,PHC015,57,3
2026-06-04,PHC015,61,3
2026-06-05,PHC015,57,3
2026-06-06,PHC015,58,3
