date,phc_id,medicine_id,stock,minimum_stock,maximum_stock
2026-07-14,PHC012,MED004,34,14,102
2026-07-15,PHC012,MED004,33,14,102
2026-07-16,PHC012,MED004,30,14,102
2026-07-17,PHC012,MED004,28,14,102
2026-07-18,PHC012,MED004,26,14,102
2026-07-19,PHC012,MED004,25,14,102
2026-07-20,PHC012,MED004,23,14,102
2026-07-21,PHC012,MED004,21,14,102
2026-07-22,PHC012,MED004,16,14,102
2026-07-23,PHC012,MED004,11,14,102
2026-07-24,PHC012,MED004,6,14,102
2026-07-25,PHC012,MED004,2,14,102
2026-07-26,PHC012,MED004,0,14,102
2026-07-27,PHC012,MED004,0,14,102
2026-07-28,PHC012,MED004,0,14,102
2026-07-29,PHC012,MED004,0,14,102
2026-07-30,PHC012,MED004,84,14,102
2026-07-31,PHC012,MED004,82,14,102
2026-08-01,PHC012,MED004,80,14,102
2026-08-02,PHC012,MED004,79,14,102
2026-08-03,PHC012,MED004,75,14,102
2026-08-04,PHC012,MED004,71,14,102
2026-08-05,PHC012,MED004,68,14,102
2026-08-06,PHC012,MED004,65,14,102
2026-08-07,PHC012,MED004,63,14,102
2026-08-08,PHC012,MED004,61,14,102
2026-08-09,PHC012,MED004,60,14,102
2026-08-10,PHC012,MED004,56,14,102
2026-08-11,PHC012,MED004,55,14,102
2026-08-12,PHC012,MED004,53,14,102
2026-08-13,PHC012,MED004,51,14,102
2026-08-14,PHC012,MED004,49,14,102
2026-08-15,PHC012,MED004,47,14,102
2026-08-16,PHC012,MED004,45,14,102
2026-08-17,PHC012,MED004,42,14,102
2026-08-18,PHC012,MED004,39,14,102
2026-08-19,PHC012,MED004,36,14,102
2026-08-20,PHC012,MED004,34,14,102
2026-08-21,PHC012,MED004,31,14,102
2026-08-22,PHC012,MED004,29,14,102
2026-08-23,PHC012,MED004,27,14,102
2026-08-24,PHC012,MED004,24,14,102
2026-08-25,PHC012,MED004,21,14,102
2026-08-26,PHC012,MED004,19,14,102
2026-08-27,PHC012,MED004,17,14,102
2026-03-01,PHC012,MED005,274,54,383
2026-03-02,PHC012,MED005,260,54,383
2026-03-03,PHC012,MED005,247,54,383
2026-03-04,PHC012,MED005,235,54,383
2026-03-05,PHC012,MED005,220,54,383
2026-03-06,PHC012,MED005,209,54,383
2026-03-07,PHC012,MED005,198,54,383
2026-03-08,PHC012,MED005,194,54,383
2026-03-09,PHC012,MED005,181,54,383
2026-03-10,PHC012,MED005,168,54,383
2026-03-11,PHC012,MED005,156,54,383
2026-03-12,PHC012,MED005,147,54,383
2026-03-13,PHC012,MED005,138,54,383
2026-03-14,PHC012,MED005,129,54,383
2026-03-15,PHC012,MED005,123,54,383
2026-03-16,PHC012,MED005,115,54,383
2026-03-17,PHC012,MED005,106,54,383
2026-03-18,PHC012,MED005,92,54,383
2026-03-19,PHC012,MED005,81,54,383
2026-03-20,PHC012,MED005,67,54,383
2026-03-21,PHC012,MED005,53,54,383
2026-03-22,PHC012,MED005,46,54,383
2026-03-23,PHC012,MED005,31,54,383
2026-03-24,PHC012,MED005,352,54,383
2026-03-25,PHC012,MED005,338,54,383
2026-03-26,PHC012,MED005,328,54,383
2026-03-27,PHC012,MED005,318,54,383
2026-03-28,PHC012,MED005,306,54,383
2026-03-29,PHC012,MED005,297,54,383
2026-03-30,PHC012,MED005,284,54,383
2026-03-31,PHC012,MED005,273,54,383
2026-04-01,PHC012,MED005,263,54,383
2026-04-02,PHC012,MED005,249,54,383
2026-04-03,PHC012,MED005,241,54,383
2026-04-04,PHC012,MED005,230,54,383
2026-04-05,PHC012,MED005,222,54,383
2026-04-06,PHC012,MED005,210,54,383
2026-04-07,PHC012,MED005,198,54,383
2026-04-08,PHC012,MED005,189,54,383
2026-04-09,PHC012,MED005,179,54,383
2026-04-10,PHC012,MED005,170,54,383
2026-04-11,PHC012,MED005,160,54,383
2026-04-12,PHC012,MED005,153,54,383
2026-04-13,PHC012,MED005,140,54,383
2026-04-14,PHC012,MED005,130,54,383
2026-04-15,PHC012,MED005,120,54,383
2026-04-16,PHC012,MED005,111,54,383
2026-04-17,PHC012,MED005,98,54,383
2026-04-18,PHC012,MED005,86,54,383
2026-04-19,PHC012,MED005,78,54,383
2026-04-20,PHC012,MED005,60,54,383
2026-04-21,PHC012,MED005,49,54,383
2026-04-22,PHC012,MED005,37,54,383
2026-04-23,PHC012,MED005,26,54,383
2026-04-24,PHC012,MED005,350,54,383
2026-04-25,PHC012,MED005,341,54,383
2026-04-26,PHC012,MED005,336,54,383
2026-04-27,PHC012,MED005,317,54,383
2026-04-28,PHC012,MED005,305,54,383
2026-04-29,PHC012,MED005,278,54,383
2026-04-30,PHC012,MED005,243,54,383
2026-05-01,PHC012,MED005,219,54,383
2026-05-02,PHC012,MED005,191,54,383
2026-05-03,PHC012,MED005,168,54,383
2026-05-04,PHC012,MED005,139,54,383
2026-05-05,PHC012,MED005,130,54,383
2026-05-06,PHC012,MED005,120,54,383
2026-05-07,PHC012,MED005,111,54,383
2026-05-08,PHC012,MED005,101,54,383
2026-05-09,PHC012,MED005,91,54,383
2026-05-10,PHC012,MED005,85,54,383
2026-05-11,PHC012,MED005,71,54,383
2026-05-12,PHC012,MED005,63,54,383
2026-05-13,PHC012,MED005,54,54,383
2026-05-14,PHC012,MED005,45,54,383
2026-05-15,PHC012,MED005,36,54,383
2026-05-16,PHC012,MED005,354,54,383
2026-05-17,PHC012,MED005,346,54,383
2026-05-18,PHC012,MED005,339,54,383
2026-05-19,PHC012,MED005,327,54,383
2026-05-20,PHC012,MED005,315,54,383
2026-05-21,PHC012,MED005,305,54,383
2026-05-22,PHC012,MED005,296,54,383
2026-05-23,PHC012,MED005,285,54,383
2026-05-24,PHC012,MED005,280,54,383
2026-05-25,PHC012,MED005,263,54,383
2026-05-26,PHC012,MED005,254,54,383
2026-05-27,PHC012,MED005,242,54,383
2026-05-28,PHC012,MED005,232,54,383
2026-05-29,PHC012,MED005,225,54,383
2026-05-30,PHC012,MED005,217,54,383
2026-05-31,PHC012,MED005,210,54,383
2026-06-01,PHC012,MED005,200,54,383
2026-06-02,PHC012,MED005,190,54,383
2026-06-03,PHC012,MED005,180,54,383
2026-06-04,PHC012,MED005,168,54,383
2026-06-05,PHC012,MED005,157,54,383
2026-06-06,PHC012,MED005,148,54,383
2026-06-07,PHC012,MED005,143,54,383
2026-06-08,PHC012,MED005,126,54,383
2026-06-09,PHC012,MED005,117,54,383
2026-06-10,PHC012,MED005,107,54,383
2026-06-11,PHC012,MED005,98,54,383
2026-06-12,PHC012,MED005,87,54,383
2026-06-13,PHC012,MED005,78,54,383
2026-06-14,PHC012,MED005,73,54,383
2026-06-15,PHC012,MED005,65,54,383
2026-06-16,PHC012,MED005,56,54,383
2026-06-17,PHC012,MED005,43,54,383
2026-06-18,PHC012,MED005,32,54,383
2026-06-19,PHC012,MED005,18,54,383
2026-06-20,PHC012,MED005,348,54,383
2026-06-21,PHC012,MED005,340,54,383
2026-06-22,PHC012,MED005,329,54,383
2026-06-23,PHC012,MED005,317,54,383
2026-06-24,PHC012,MED005,308,54,383
2026-06-25,PHC012,MED005,302,54,383
2026-06-26,PHC012,MED005,293,54,383
2026-06-27,PHC012,MED005,283,54,383
2026-06-28,PHC012,MED005,275,54,383
2026-06-29,PHC012,MED005,263,54,383
2026-06-30,PHC012,MED005,257,54,383
2026-07-01,PHC012,MED005,248,54,383
2026-07-02,PHC012,MED005,238,54,383
2026-07-03,PHC012,MED005,229,54,383
2026-07-04,PHC012,MED005,220,54,383
2026-07-05,PHC012,MED005,213,54,383
2026-07-06,PHC012,MED005,200,54,383
2026-07-07,PHC012,MED005,190,54,383
2026-07-08,PHC012,MED005,181,54,383
2026-07-09,PHC012,MED005,173,54,383
2026-07-10,PHC012,MED005,164,54,383
2026-07-11,PHC012,MED005,153,54,383
2026-07-12,PHC012,MED005,148,54,383
2026-07-13,PHC012,MED005,138,54,383
2026-07-14,PHC012,MED005,130,54,383
2026-07-15,PHC012,MED005,118,54,383
2026-07-16,PHC012,MED005,109,54,383
2026-07-17,PHC012,MED005,102,54,383
2026-07-18,PHC012,MED005,94,54,383
2026-07-19,PHC012,MED005,88,54,383
2026-07-20,PHC012,MED005,76,54,383
2026-07-21,PHC012,MED005,68,54,383
2026-07-22,PHC012,MED005,50,54,383
2026-07-23,PHC012,MED005,30,54,383
2026-07-24,PHC012,MED005,0,54,383
2026-07-25,PHC012,MED005,310,54,383
2026-07-26,PHC012,MED005,296,54,383
2026-07-27,PHC012,MED005,272,54,383
2026-07-28,PHC012,MED005,249,54,383
2026-07-29,PHC012,MED005,229,54,383
2026-07-30,PHC012,MED005,207,54,383
2026-07-31,PHC012,MED005,196,54,383
2026-08-01,PHC012,MED005,184,54,383
2026-08-02,PHC012,MED005,179,54,383
2026-08-03,PHC012,MED005,165,54,383
2026-08-04,PHC012,MED005,156,54,383
2026-08-05,PHC012,MED005,146,54,383
2026-08-06,PHC012,MED005,136,54,383
2026-08-07,PHC012,MED005,126,54,383
2026-08-08,PHC012,MED005,115,54,383
2026-08-09,PHC012,MED005,108,54,383
2026-08-10,PHC012,MED005,96,54,383
2026-08-11,PHC012,MED005,87,54,383
2026-08-12,PHC012,MED005,78,54,383
2026-08-13,PHC012,MED005,69,54,383
2026-08-14,PHC012,MED005,60,54,383
2026-08-15,PHC012,MED005,50,54,383
2026-08-16,PHC012,MED005,42,54,383
2026-08-17,PHC012,MED005,27,54,383
2026-08-18,PHC012,MED005,348,54,383
2026-08-19,PHC012,MED005,335,54,383
2026-08-20,PHC012,MED005,326,54,383
2026-08-21,PHC012,MED005,316,54,383
2026-08-22,PHC012,MED005,303,54,383
2026-08-23,PHC012,MED005,294,54,383
2026-08-24,PHC012,MED005,281,54,383
2026-08-25,PHC012,MED005,271,54,383
2026-08-26,PHC012,MED005,259,54,383
2026-08-27,PHC012,MED005,252,54,383
2026-03-01,PHC012,MED006,290,65,459
2026-03-02,PHC012,MED006,278,65,459
2026-03-03,PHC012,MED006,262,65,459
2026-03-04,PHC012,MED006,250,65,459
2026-03-05,PHC012,MED006,235,65,459
2026-03-06,PHC012,MED006,222,65,459
2026-03-07,PHC012,MED006,214,65,459
2026-03-08,PHC012,MED006,202,65,459
2026-03-09,PHC012,MED006,186,65,459
2026-03-10,PHC012,MED006,170,65,459
2026-03-11,PHC012,MED006,158,65,459
2026-03-12,PHC012,MED006,148,65,459
2026-03-13,PHC012,MED006,135,65,459
2026-03-14,PHC012,MED006,125,65,459
2026-03-15,PHC012,MED006,116,65,459
2026-03-16,PHC012,MED006,99,65,459
2026-03-17,PHC012,MED006,88,65,459
2026-03-18,PHC012,MED006,76,65,459
2026-03-19,PHC012,MED006,63,65,459
2026-03-20,PHC012,MED006,47,65,459
2026-03-21,PHC012,MED006,33,65,459
2026-03-22,PHC012,MED006,24,65,459
2026-03-23,PHC012,MED006,9,65,459
2026-03-24,PHC012,MED006,390,65,459
2026-03-25,PHC012,MED006,379,65,459
2026-03-26,PHC012,MED006,366,65,459
2026-03-27,PHC012,MED006,351,65,459
2026-03-28,PHC012,MED006,340,65,459
2026-03-29,PHC012,MED006,331,65,459
2026-03-30,PHC012,MED006,316,65,459
2026-03-31,PHC012,MED006,302,65,459
2026-04-01,PHC012,MED006,291,65,459
2026-04-02,PHC012,MED006,281,65,459
2026-04-03,PHC012,MED006,270,65,459
2026-04-04,PHC012,MED006,255,65,459
2026-04-05,PHC012,MED006,246,65,459
2026-04-06,PHC012,MED006,227,65,459
2026-04-07,PHC012,MED006,208,65,459
2026-04-08,PHC012,MED006,197,65,459
2026-04-09,PHC012,MED006,184,65,459
2026-04-10,PHC012,MED006,171,65,459
2026-04-11,PHC012,MED006,155,65,459
2026-04-12,PHC012,MED006,144,65,459
2026-04-13,PHC012,MED006,122,65,459
2026-04-14,PHC012,MED006,111,65,459
2026-04-15,PHC012,MED006,99,65,459
2026-04-16,PHC012,MED006,87,65,459
2026-04-17,PHC012,MED006,76,65,459
2026-04-18,PHC012,MED006,59,65,459
2026-04-19,PHC012,MED006,49,65,459
2026-04-20,PHC012,MED006,28,65,459
2026-04-21,PHC012,MED006,15,65,459
2026-04-22,PHC012,MED006,1,65,459
2026-04-23,PHC012,MED006,389,65,459
2026-04-24,PHC012,MED006,377,65,459
2026-04-25,PHC012,MED006,362,65,459
2026-04-26,PHC012,MED006,353,65,459
2026-04-27,PHC012,MED006,332,65,459
2026-04-28,PHC012,MED006,317,65,459
2026-04-29,PHC012,MED006,283,65,459
2026-04-30,PHC012,MED006,249,65,459
2026-05-01,PHC012,MED006,228,65,459
2026-05-02,PHC012,MED006,191,65,459
2026-05-03,PHC012,MED006,172,65,459
2026-05-04,PHC012,MED006,126,65,459
2026-05-05,PHC012,MED006,110,65,459
2026-05-06,PHC012,MED006,99,65,459
2026-05-07,PHC012,MED006,85,65,459
2026-05-08,PHC012,MED006,70,65,459
2026-05-09,PHC012,MED006,55,65,459
2026-05-10,PHC012,MED006,46,65,459
2026-05-11,PHC012,MED006,30,65,459
2026-05-12,PHC012,MED006,20,65,459
2026-05-13,PHC012,MED006,3,65,459
2026-05-14,PHC012,MED006,394,65,459
2026-05-15,PHC012,MED006,382,65,459
2026-05-16,PHC012,MED006,371,65,459
2026-05-17,PHC012,MED006,361,65,459
2026-05-18,PHC012,MED006,347,65,459
2026-05-19,PHC012,MED006,334,65,459
2026-05-20,PHC012,MED006,320,65,459
2026-05-21,PHC012,MED006,306,65,459
2026-05-22,PHC012,MED006,297,65,459
2026-05-23,PHC012,MED006,287,65,459
2026-05-24,PHC012,MED006,280,65,459
2026-05-25,PHC012,MED006,263,65,459
2026-05-26,PHC012,MED006,251,65,459
2026-05-27,PHC012,MED006,232,65,459
2026-05-28,PHC012,MED006,220,65,459
2026-05-29,PHC012,MED006,210,65,459
2026-05-30,PHC012,MED006,200,65,459
2026-05-31,PHC012,MED006,191,65,459
2026-06-01,PHC012,MED006,177,65,459
2026-06-02,PHC012,MED006,160,65,459
2026-06-03,PHC012,MED006,145,65,459
2026-06-04,PHC012,MED006,134,65,459
2026-06-05,PHC012,MED006,120,65,459
2026-06-06,PHC012,MED006,111,65,459
2026-06-07,PHC012,MED006,102,65,459
2026-06-08,PHC012,MED006,84,65,459
2026-06-09,PHC012,MED006,72,65,459
2026-06-10,PHC012,MED006,63,65,459
2026-06-11,PHC012,MED006,53,65,459
2026-06-12,PHC012,MED006,42,65,459
2026-06-13,PHC012,MED006,29,65,459
2026-06-14,PHC012,MED006,22,65,459
2026-06-15,PHC012,MED006,402,65,459
2026-06-16,PHC012,MED006,389,65,459
2026-06-17,PHC012,MED006,379,65,459
2026-06-18,PHC012,MED006,370,65,459
2026-06-19,PHC012,MED006,356,65,459
2026-06-20,PHC012,MED006,344,65,459
2026-06-21,PHC012,MED006,336,65,459
2026-06-22,PHC012,MED006,319,65,459
2026-06-23,PHC012,MED006,306,65,459
2026-06-24,PHC012,MED006,294,65,459
2026-06-25,PHC012,MED006,286,65,459
2026-06-26,PHC012,MED006,275,65,459
2026-06-27,PHC012,MED006,260,65,459
2026-06-28,PHC012,MED006,253,65,459
2026-06-29,PHC012,MED006,240,65,459
2026-06-30,PHC012,MED006,230,65,459
2026-07-01,PHC012,MED006,220,65,459
2026-07-02,PHC012,MED006,210,65,459
2026-07-03,PHC012,MED006,196,65,459
2026-07-04,PHC012,MED006,186,65,459
2026-07-05,PHC012,MED006,178,65,459
2026-07-06,PHC012,MED006,162,65,459
2026-07-07,PHC012,MED006,150,65,459
2026-07-08,PHC012,MED006,140,65,459
2026-07-09,PHC012,MED006,131,65,459
2026-07-10,PHC012,MED006,118,65,459
2026-07-11,PHC012,MED006,107,65,459
2026-07-12,PHC012,MED006,100,65,459
2026-07-13,PHC012,MED006,85,65,459
2026-07-14,PHC012,MED006,75,65,459
2026-07-15,PHC012,MED006,63,65,459
2026-07-16,PHC012,MED006,48,65,459
2026-07-17,PHC012,MED006,39,65,459
2026-07-18,PHC012,MED006,27,65,459
2026-07-19,PHC012,MED006,19,65,459
2026-07-20,PHC012,MED006,404,65,459
2026-07-21,PHC012,MED006,390,65,459
2026-07-22,PHC012,MED006,360,65,459
2026-07-23,PHC012,MED006,333,65,459
2026-07-24,PHC012,MED006,307,65,459
2026-07-25,PHC012,MED006,279,65,459
2026-07-26,PHC012,MED006,263,65,459
2026-07-27,PHC012,MED006,227,65,459
2026-07-28,PHC012,MED006,195,65,459
2026-07-29,PHC012,MED006,173,65,459
2026-07-30,PHC012,MED006,150,65,459
2026-07-31,PHC012,MED006,139,65,459
2026-08-01,PHC012,MED006,125,65,459
2026-08-02,PHC012,MED006,119,65,459
2026-08-03,PHC012,MED006,105,65,459
2026-08-04,PHC012,MED006,94,65,459
2026-08-05,PHC012,MED006,85,65,459
2026-08-06,PHC012,MED006,71,65,459
2026-08-07,PHC012,MED006,60,65,459
2026-08-08,PHC012,MED006,48,65,459
2026-08-09,PHC012,MED006,41,65,459
2026-08-10,PHC012,MED006,26,65,459
2026-08-11,PHC012,MED006,13,65,459
2026-08-12,PHC012,MED006,404,65,459
2026-08-13,PHC012,MED006,394,65,459
2026-08-14,PHC012,MED006,383,65,459
2026-08-15,PHC012,MED006,372,65,459
2026-08-16,PHC012,MED006,363,65,459
2026-08-17,PHC012,MED006,350,65,459
2026-08-18,PHC012,MED006,336,65,459
2026-08-19,PHC012,MED006,319,65,459
2026-08-20,PHC012,MED006,308,65,459
2026-08-21,PHC012,MED006,293,65,459
2026-08-22,PHC012,MED006,278,65,459
2026-08-23,PHC012,MED006,267,65,459
2026-08-24,PHC012,MED006,254,65,459
2026-08-25,PHC012,MED006,244,65,459
2026-08-26,PHC012,MED006,230,65,459
2026-08-27,PHC012,MED006,222,65,459
2026-03-01,PHC012,MED007,111,29,204
2026-03-02,PHC012,MED007,105,29,204
2026-03-03,PHC012,MED007,100,29,204
2026-03-04,PHC012,MED007,92,29,204
2026-03-05,PHC012,MED007,87,29,204
2026-03-06,PHC012,MED007,81,29,204
2026-03-07,PHC012,MED007,75,29,204
2026-03-08,PHC012,MED007,71,29,204
2026-03-09,PHC012,MED007,63,29,204
2026-03-10,PHC012,MED007,58,29,204
2026-03-11,PHC012,MED007,52,29,204
2026-03-12,PHC012,MED007,47,29,204
2026-03-13,PHC012,MED007,40,29,204
2026-03-14,PHC012,MED007,35,29,204
2026-03-15,PHC012,MED007,31,29,204
2026-03-16,PHC012,MED007,23,29,204
2026-03-17,PHC012,MED007,18,29,204
2026-03-18,PHC012,MED007,11,29,204
2026-03-19,PHC012,MED007,4,29,204
2026-03-20,PHC012,MED007,0,29,204
2026-03-21,PHC012,MED007,0,29,204
2026-03-22,PHC012,MED007,0,29,204
2026-03-23,PHC012,MED007,174,29,204
2026-03-24,PHC012,MED007,167,29,204
2026-03-25,PHC012,MED007,162,29,204
2026-03-26,PHC012,MED007,155,29,204
2026-03-27,PHC012,MED007,150,29,204
2026-03-28,PHC012,MED007,144,29,204
2026-03-29,PHC012,MED007,140,29,204
2026-03-30,PHC012,MED007,135,29,204
2026-03-31,PHC012,MED007,129,29,204
2026-04-01,PHC012,MED007,122,29,204
2026-04-02,PHC012,MED007,115,29,204
2026-04-03,PHC012,MED007,110,29,204
2026-04-04,PHC012,MED007,104,29,204
2026-04-05,PHC012,MED007,101,29,204
2026-04-06,PHC012,MED007,93,29,204
2026-04-07,PHC012,MED007,87,29,204
2026-04-08,PHC012,MED007,82,29,204
2026-04-09,PHC012,MED007,78,29,204
2026-04-10,PHC012,MED007,74,29,204
2026-04-11,PHC012,MED007,68,29,204
2026-04-12,PHC012,MED007,63,29,204
2026-04-13,PHC012,MED007,57,29,204
2026-04-14,PHC012,MED007,51,29,204
2026-04-15,PHC012,MED007,45,29,204
2026-04-16,PHC012,MED007,39,29,204
2026-04-17,PHC012,MED007,34,29,204
2026-04-18,PHC012,MED007,28,29,204
2026-04-19,PHC012,MED007,26,29,204
2026-04-20,PHC012,MED007,18,29,204
2026-04-21,PHC012,MED007,13,29,204
2026-04-22,PHC012,MED007,8,29,204
2026-04-23,PHC012,MED007,3,29,204
2026-04-24,PHC012,MED007,0,29,204
2026-04-25,PHC012,MED007,171,29,204
2026-04-26,PHC012,MED007,167,29,204
2026-04-27,PHC012,MED007,159,29,204
2026-04-28,PHC012,MED007,152,29,204
2026-04-29,PHC012,MED007,140,29,204
2026-04-30,PHC012,MED007,126,29,204
2026-05-01,PHC012,MED007,115,29,204
2026-05-02,PHC012,MED007,102,29,204
2026-05-03,PHC012,MED007,90,29,204
2026-05-04,PHC012,MED007,74,29,204
2026-05-05,PHC012,MED007,69,29,204
2026-05-06,PHC012,MED007,61,29,204
2026-05-07,PHC012,MED007,55,29,204
2026-05-08,PHC012,MED007,49,29,204
2026-05-09,PHC012,MED007,43,29,204
2026-05-10,PHC012,MED007,39,29,204
2026-05-11,PHC012,MED007,31,29,204
2026-05-12,PHC012,MED007,26,29,204
2026-05-13,PHC012,MED007,20,29,204
2026-05-14,PHC012,MED007,15,29,204
2026-05-15,PHC012,MED007,10,29,204
2026-05-16,PHC012,MED007,3,29,204
2026-05-17,PHC012,MED007,1,29,204
2026-05-18,PHC012,MED007,0,29,204
2026-05-19,PHC012,MED007,172,29,204
2026-05-20,PHC012,MED007,168,29,204
2026-05-21,PHC012,MED007,162,29,204
2026-05-22,PHC012,MED007,155,29,204
2026-05-23,PHC012,MED007,147,29,204
2026-05-24,PHC012,MED007,145,29,204
2026-05-25,PHC012,MED007,140,29,204
2026-05-26,PHC012,MED007,135,29,204
2026-05-27,PHC012,MED007,131,29,204
2026-05-28,PHC012,MED007,126,29,204
2026-05-29,PHC012,MED007,121,29,204
2026-05-30,PHC012,MED007,117,29,204
2026-05-31,PHC012,MED007,113,29,204
2026-06-01,PHC012,MED007,108,29,204
2026-06-02,PHC012,MED007,102,29,204
2026-06-03,PHC012,MED007,97,29,204
2026-06-04,PHC012,MED007,89,29,204
2026-06-05,PHC012,MED007,84,29,204
2026-06-06,PHC012,MED007,78,29,204
2026-06-07,PHC012,MED007,75,29,204
2026-06-08,PHC012,MED007,67,29,204
2026-06-09,PHC012,MED007,62,29,204
2026-06-10,PHC012,MED007,57,29,204
2026-06-11,PHC012,MED007,53,29,204
2026-06-12,PHC012,MED007,48,29,204
2026-06-13,PHC012,MED007,42,29,204
2026-06-14,PHC012,MED007,39,29,204
2026-06-15,PHC012,MED007,33,29,204
2026-06-16,PHC012,MED007,28,29,204
2026-06-17,PHC012,MED007,23,29,204
2026-06-18,PHC012,MED007,19,29,204
2026-06-19,PHC012,MED007,14,29,204
2026-06-20,PHC012,MED007,9,29,204
2026-06-21,PHC012,MED007,6,29,204
2026-06-22,PHC012,MED007,1,29,204
2026-06-23,PHC012,MED007,170,29,204
2026-06-24,PHC012,MED007,166,29,204
2026-06-25,PHC012,MED007,161,29,204
2026-06-26,PHC012,MED007,157,29,204
2026-06-27,PHC012,MED007,152,29,204
2026-06-28,PHC012,MED007,149,29,204
2026-06-29,PHC012,MED007,143,29,204
2026-06-30,PHC012,MED007,138,29,204
2026-07-01,PHC012,MED007,133,29,204
2026-07-02,PHC012,MED007,127,29,204
2026-07-03,PHC012,MED007,123,29,204
2026-07-04,PHC012,MED007,119,29,204
2026-07-05,PHC012,MED007,116,29,204
2026-07-06,PHC012,MED007,111,29,204
2026-07-07,PHC012,MED007,105,29,204
2026-07-08,PHC012,MED007,100,29,204
2026-07-09,PHC012,MED007,95,29,204
2026-07-10,PHC012,MED007,92,29,204
2026-07-11,PHC012,MED007,88,29,204
2026-07-12,PHC012,MED007,87,29,204
2026-07-13,PHC012,MED007,82,29,204
2026-07-14,PHC012,MED007,77,29,204
2026-07-15,PHC012,MED007,72,29,204
2026-07-16,PHC012,MED007,68,29,204
2026-07-17,PHC012,MED007,64,29,204
2026-07-18,PHC012,MED007,59,29,204
2026-07-19,PHC012,MED007,57,29,204
2026-07-20,PHC012,MED007,52,29,204
2026-07-21,PHC012,MED007,46,29,204
2026-07-22,PHC012,MED007,37,29,204
2026-07-23,PHC012,MED007,25,29,204
2026-07-24,PHC012,MED007,11,29,204
2026-07-25,PHC012,MED007,0,29,204
2026-07-26,PHC012,MED007,0,29,204
2026-07-27,PHC012,MED007,0,29,204
2026-07-28,PHC012,MED007,0,29,204
2026-07-29,PHC012,MED007,0,29,204
2026-07-30,PHC012,MED007,165,29,204
2026-07-31,PHC012,MED007,161,29,204
2026-08-01,PHC012,MED007,156,29,204
2026-08-02,PHC012,MED007,153,29,204
2026-08-03,PHC012,MED007,146,29,204
2026-08-04,PHC012,MED007,142,29,204
2026-08-05,PHC012,MED007,138,29,204
2026-08-06,PHC012,MED007,131,29,204
2026-08-07,PHC012,MED007,127,29,204
2026-08-08,PHC012,MED007,121,29,204
2026-08-09,PHC012,MED007,117,29,204
2026-08-10,PHC012,MED007,110,29,204
2026-08-11,PHC012,MED007,107,29,204
2026-08-12,PHC012,MED007,103,29,204
2026-08-13,PHC012,MED007,96,29,204
2026-08-14,PHC012,MED007,91,29,204
2026-08-15,PHC012,MED007,86,29,204
2026-08-16,PHC012,MED007,82,29,204
2026-08-17,PHC012,MED007,76,29,204
2026-08-18,PHC012,MED007,69,29,204
2026-08-19,PHC012,MED007,63,29,204
2026-08-20,PHC012,MED007,59,29,204
2026-08-21,PHC012,MED007,53,29,204
2026-08-22,PHC012,MED007,47,29,204
2026-08-23,PHC012,MED007,43,29,204
2026-08-24,PHC012,MED007,36,29,204
2026-08-25,PHC012,MED007,30,29,204
2026-08-26,PHC012,MED007,25,29,204
2026-08-27,PHC012,MED007,21,29,204
2026-03-01,PHC012,MED008,170,36,255
2026-03-02,PHC012,MED008,163,36,255
2026-03-03,PHC012,MED008,156,36,255
2026-03-04,PHC012,MED008,149,36,255
2026-03-05,PHC012,MED008,144,36,255
2026-03-06,PHC012,MED008,137,36,255
2026-03-07,PHC012,MED008,131,36,255
2026-03-08,PHC012,MED008,127,36,255
2026-03-09,PHC012,MED008,118,36,255
2026-03-10,PHC012,MED008,112,36,255
2026-03-11,PHC012,MED008,105,36,255
2026-03-12,PHC012,MED008,100,36,255
2026-03-13,PHC012,MED008,92,36,255
2026-03-14,PHC012,MED008,87,36,255
2026-03-15,PHC012,MED008,82,36,255
2026-03-16,PHC012,MED008,73,36,255
2026-03-17,PHC012,MED008,66,36,255
2026-03-18,PHC012,MED008,57,36,255
2026-03-19,PHC012,MED008,49,36,255
2026-03-20,PHC012,MED008,41,36,255
2026-03-21,PHC012,MED008,35,36,255
2026-03-22,PHC012,MED008,30,36,255
2026-03-23,PHC012,MED008,23,36,255
2026-03-24,PHC012,MED008,13,36,255
2026-03-25,PHC012,MED008,225,36,255
2026-03-26,PHC012,MED008,218,36,255
2026-03-27,PHC012,MED008,209,36,255
2026-03-28,PHC012,MED008,200,36,255
2026-03-29,PHC012,MED008,195,36,255
2026-03-30,PHC012,MED008,183,36,255
2026-03-31,PHC012,MED008,175,36,255
2026-04-01,PHC012,MED008,167,36,255
2026-04-02,PHC012,MED008,159,36,255
2026-04-03,PHC012,MED008,153,36,255
2026-04-04,PHC012,MED008,147,36,255
2026-04-05,PHC012,MED008,141,36,255
2026-04-06,PHC012,MED008,132,36,255
2026-04-07,PHC012,MED008,124,36,255
2026-04-08,PHC012,MED008,117,36,255
2026-04-09,PHC012,MED008,108,36,255
2026-04-10,PHC012,MED008,101,36,255
2026-04-11,PHC012,MED008,94,36,255
2026-04-12,PHC012,MED008,89,36,255
2026-04-13,PHC012,MED008,78,36,255
2026-04-14,PHC012,MED008,72,36,255
2026-04-15,PHC012,MED008,65,36,255
2026-04-16,PHC012,MED008,57,36,255
2026-04-17,PHC012,MED008,48,36,255
2026-04-18,PHC012,MED008,38,36,255
2026-04-19,PHC012,MED008,34,36,255
